timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12006;10
100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;11
300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;10
500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;11
600;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
700;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;11
900;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;8
1000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;1
6300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
7000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
7100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;3
7800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;7
8600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
9300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
9700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
12500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;10
12600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;9
17700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
21200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;10
22000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
22700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;9
23200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
23600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
24600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
30100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
31500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;10
33800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
35100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
37300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;7
40500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
41100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
41900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
46300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
52500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
56500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;2
58200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
59500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
60800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
61800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
62200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;3
62300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
62800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;9
68000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
71300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;10
78300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
79400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;4
79600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
81400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;2
86800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;10
89000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;4
97500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
97600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
106900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;7
111300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;3
112200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;2
116600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;8
120700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
120800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;5
123600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;10
128900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;3
129500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
132300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
134100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
137400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
139000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;7
139100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;2
146500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
151400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
153700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
153800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
157600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
166700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;6
167900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;4
168000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
168600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
169500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;5
171200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;3
172200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;2
175300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;10
180500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;2
180600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;5
186800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;5
187700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;2
191200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;10
192800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;3
193800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;3
194400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
198500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;2
202000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;2
204900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;9
205800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
207200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;2
