timestamp;buyer;seller;symbol;currency;price;quantity
2800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;10
3000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10999;8
4200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10996;4
4800;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11001;7
5200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;9
5200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
6100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
6300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11001;4
7500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
8200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;7
8300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11014;12
8400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11014;9
8500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11005;4
9000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;10
9100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11015;10
9200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11015;11
9300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11015;8
10000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11016;3
11800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;6
13000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
13200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
14600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
14900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
16600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
17200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
18700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
